x,y
4129.9,5031.9
4294,5032
4277.4,5036.9
4675.6,5040.3
4259.8,5055.9
4347.9,5057.9
4219.9,5060.4
4202.8,5060.4
4239.1,5060.1
4623.8,5066.7
4384.9,5071
4474.4,5072
4235.1,5072.9
4201.4,5075.3
4307.5,5076.5
4191.5,5078.8
4144.2,5078.9
4265.4,5084.6
4227.7,5083.1
4106.2,5085.4
4239.9,5087.1
4235.2,5090.3
4374.3,5094.8
4764.7,5100.3
4769.6,5105.1
4263.7,5105.3
4313.5,5110.4
4232.1,5110.2
4350.6,5116
4252.8,5114.3
4250.3,5119.6
4234.3,5125.8
4453.5,5126.9
4340,5132.2
4020.4,5132.7
