x,y
3694.2,4983.3
3481.3,4985.3
3496.2,4982.4
3641.7,4982.4
3800.5,4984.8
3331.2,4983.8
3686,4983.5
3708.8,4985.9
3805.7,4982.3
3794.9,4983.7
3726.9,4986.7
3758.2,4983.8
3926.1,4983.6
3194.2,4985.7
3204,4989.2
3273.2,4984.5
3363.3,4984.1
3291.1,4987.3
3435.6,4989.5
3512.9,4983.7
3489.1,4985.4
3601.9,4987.6
3611.2,4987.7
3848.6,4986
3313.4,4986.5
3863.2,4987
3183.1,4990.6
3266.9,4987.6
3336.1,4986.8
3518.7,4987.8
3469,4988.9
3745.3,4987.4
3928.8,4992.4
3209.9,4988.7
3420.5,4989.4
3426.8,4993.1
3446.1,4987.2
3298.7,4988.4
3636.1,4991.1
3787.2,4989.7
3875.1,4989.8
3509.9,4989.1
3761.6,4989.8
3341,4991.7
3387.2,4993.2
3830.5,4993.4
3655.3,4995.8
3692.2,4999.4
3843.3,4991
3280,4995.7
3714.8,4993.7
3777.2,4995.4
3445.4,4993.4
3616,4992.9
3190.9,4997.6
3521,4996.7
3755.3,4993.5
3664,4995
3371.6,4996.3
3749,4994
3267.3,5001.8
3956.8,4994.7
3219.4,4995.7
3462.8,4996
3299.3,4997.4
3409.7,5001.4
3723.5,4999.6
3600.1,4999.8
3785.5,4997
3577.3,4998.6
3839.3,4997.6
3466.5,5000.2
3571,4998.7
3633,5002.5
3745.3,4998.7
3319.5,5001.6
3814.4,5004.5
3930.6,5002.9
3183.7,5000.1
3197.4,5006.4
3442.1,5003.4
3897.1,5000
3948.4,5003.6
3293.3,5002.9
3339.4,5003.4
3204.8,5003.5
3221.1,5003.3
3307.7,5002.9
3524.7,5005.8
3784.6,5003.6
3484.7,5003.6
3374.8,5004
3430.8,5002.4
3999.6,5009.2
3490.8,5003.3
3503.8,5003.8
3607.8,5003.4
3879,5004.2
3965.2,5005.6
3280.8,5004.9
3302.6,5003.9
3313.9,5005.4
3845.7,5006
3547.4,5007.7
3554.2,5005.8
3401.7,5008.5
3454.6,5004.8
3472,5006.8
3684.3,5009.4
3773.7,5006.7
3436.6,5010.6
3570.6,5009.3
3383.8,5009.2
3494.7,5008.9
3253,5010
3429.8,5011.5
3464.2,5008.2
3862.4,5010.5
3182,5014.1
3223.7,5011.1
3605.5,5012.3
3301.6,5010.4
3748,5012.4
3324.3,5011.4
3413.8,5013.2
3632,5011.4
3766.2,5013.2
3333.3,5012
3204.6,5014.5
