x,y
3756.5,2812.4
3311.6,2810.4
3210.6,2811.5
3216.2,2810.9
3324.2,2812.1
3331.4,2810.8
3844.8,2811.8
3265.8,2814.1
3616,2813.4
3682,2815.4
3875.5,2811.5
3343.2,2814
3545.9,2814.8
3574.4,2820.4
3694.4,2815.9
3272.3,2814.3
3286.1,2816.3
3627.6,2813.5
3661.4,2813.9
3256.9,2813
3520.4,2815
3955.1,2813.9
3458,2819.5
3673.8,2815.5
3424.5,2816.2
3314.6,2815.6
3742.1,2815.7
3868.3,2818.5
3488.8,2816.1
3610.5,2819.8
3473.2,2817.8
3646.7,2818.3
3814.8,2816.5
3850.3,2816.8
3383.7,2818.4
3894.6,2822.8
3176.6,2819.6
3442.7,2819.5
3567.2,2817.5
3208.3,2819.8
3243.4,2822.5
3525.7,2819.2
3601.7,2821.2
3767.1,2821.6
3875,2818.4
3257.6,2820.2
3623,2820.1
3186.5,2819.3
3292.8,2820.3
3322.9,2820.1
3416.3,2821.9
3667.6,2821.3
3741,2823.2
3181.5,2820.9
3747.9,2821.4
3954.3,2823.4
3199.7,2821.7
3335.5,2823.4
3691.2,2822.8
3657.7,2823.4
3816.8,2822.8
3302.8,2826.5
3488.2,2826.2
3644.1,2823.8
3229.1,2823.3
3391.6,2828.2
3677.3,2826.7
3705.4,2825.1
3278.5,2829.8
3436.8,2825.4
3523.2,2826.1
3190.1,2826.6
3342,2827
3180.2,2825.7
3198.3,2828.9
3237.5,2826.9
3536.6,2826.9
3552.3,2826.3
3210.2,2827.4
3421.5,2827
3442.6,2827.6
3509.9,2827.5
3751.8,2827.6
3962.8,2829.2
3733.9,2828.4
3184.7,2827.5
3700.1,2830
3813.1,2835.2
3858.9,2830.7
3214.8,2834.2
3255.3,2830
3758.5,2829.2
3450.9,2835.7
3582.9,2829.7
3764,2830.4
3853.1,2833.9
3230,2832.3
3531.7,2832.1
3745.9,2832.3
3903.8,2831.4
3244.3,2830.4
3418.4,2832.5
3663,2832.4
3266.8,2837
3864.6,2834.1
3183.7,2833
3439.8,2833.7
3543.2,2832
3714.2,2833
3880.8,2835.1
3480.3,2835
3693.2,2833.1
3554.1,2835
3731.8,2834.2
3898.5,2834.6
3409.3,2836
3511.9,2836.4
3538.8,2837.4
3188.6,2836.8
3314.7,2834.8
3751.5,2834.1
3913.8,2837.8
3488.9,2835.3
3497.6,2838
3547.1,2835.5
3588.5,2835.7
3178.2,2836
3336.1,2836.4
3609.7,2836.2
3951.6,2842.9
3707.5,2837.6
3961.3,2839.5
3906.1,2837.9
3195.9,2838.6
3254.7,2837.7
3519.7,2839.3
3526,2838.2
3724.7,2838.3
3311.6,2838.7
3422.8,2838
3802.4,2840.2
3701.4,2840.6
3719.9,2840.6
3666,2840.3
3739.4,2840.7
3929,2844.9
3606.7,2845.4
3731,2842.8
3561.5,2841.3
3790.9,2841
3878.2,2844.6
3903,2844.4
3292.7,2844.3
3305.5,2841.9
3412.7,2844.3
3532.3,2842
3593,2843
3860.9,2844.4
3380.9,2846.3
3340,2844
3547.4,2844.6
3186.6,2843.5
3201.3,2844.5
3193.8,2844.6
3209.7,2844.9
3315.5,2844.3
3526.8,2846.5
3557.7,2845.8
3915.5,2845.9
3690.3,2846.1
3770.7,2845.3
3467.7,2846.4
3504.5,2846.7
3565.3,2846.8
3618.8,2845
3660,2848
3241.2,2847.1
3791,2850.1
3959.4,2850.6
3302.3,2847.2
3501.1,2851
3672,2848.4
3808.5,2847.4
3326.8,2852.1
3597.8,2848.9
3855,2850.3
3270,2849.4
3743.8,2849.5
3871.4,2850
3680.4,2849.5
3201.9,2850.8
3449.7,2850.7
3622.4,2850.3
3177.5,2851.1
3801,2849.7
3550.4,2850.7
3614.5,2851.5
3265,2851.7
3632.1,2850.7
3724,2850.9
3784.2,2854.4
3920.7,2852.6
3981.1,2857.8
3192.9,2852.9
3732.4,2852.6
3214.2,2853.9
3357.5,2852.5
3695.7,2854
3897.2,2853.1
3309.4,2855.4
3386.8,2854.1
3530.7,2855.3
3544.4,2853.2
3864,2853.5
3235.8,2854.1
3456.1,2857.9
3539,2856.2
3552.4,2856.2
3562.4,2855.5
3974,2854.8
3950.3,2854.5
3601.1,2856
3628.6,2856.2
3637.6,2858.3
3242.6,2857.1
3280.1,2858.6
3333.4,2856.9
3251.3,2857.3
3568.8,2859.1
3728.1,2858
3270.5,2857.7
3287.8,2856.5
3751.5,2859.6
3908.7,2858.6
3265.3,2862.6
3620.2,2858.9
3301.4,2861.9
3680.5,2858.1
3186.8,2858.1
3208.3,2859.9
3523.1,2864.8
3694,2860.4
3672.3,2859.4
3942.4,2865.7
3997.3,2860.1
3323.1,2861.3
3547.1,2861.6
3859.6,2859.5
3741.1,2859.3
3812.6,2861.4
3342.8,2861.2
3363.2,2861.7
3497.9,2860.8
3893,2862.5
3928.4,2861.5
3934.2,2860
3370.1,2863.1
3202.4,2862.4
3561.1,2862.7
3513,2868.8
3864.5,2864.1
3704.9,2865.5
3439.5,2866.1
3406.6,2865.5
3554.9,2864.9
3740.1,2864.9
3903.8,2869.8
3965.3,2869.3
3316.5,2868.6
3606.9,2866.1
3249.5,2867.3
3335.1,2865.4
3635.8,2865
3232.6,2867.2
3571.5,2867.9
3599.1,2869
3765.4,2865.6
3291,2866.8
3309.7,2867.2
3498.7,2867.4
3180.7,2866.8
3221.7,2868.7
3353.4,2867.7
3661.9,2867.5
3669.2,2866.8
3529.2,2868.5
3625.4,2867.2
3692.6,2871.3
3816.7,2869.7
3975.3,2870.1
3345.8,2868.7
3188,2870.4
3361.4,2869.4
3648.9,2871.5
3213.2,2870.7
3386.6,2869.2
3758.1,2869.5
3283.2,2871.5
3202.8,2874.1
3300.1,2871.1
3340.8,2872.8
3557.1,2870.9
3753.2,2870.8
3773.9,2871.6
3863.4,2873.1
3930.2,2873.7
3321.9,2871
3765.1,2871.9
3784.2,2871.7
3519.6,2872.6
3551.2,2872.9
3612.1,2875.7
3641.9,2875.9
3671.7,2872.2
3699.7,2872.4
3953.4,2874
3177.9,2872.8
3242.3,2874.6
3631.3,2874.7
3251.4,2874.5
3330.6,2877
3744.3,2873.5
3983.9,2875.4
3310.6,2874.6
3564.5,2877
3676.9,2873.6
3227.6,2874.1
3383.7,2875.4
3497.2,2876.5
3581.9,2875
3708.9,2876.6
3390.1,2878.6
3751.3,2877
3234,2877.2
3429.1,2879.1
3504.1,2876.3
3190,2877.8
3259.9,2876.2
3682.2,2877.4
3303.7,2877.2
3545.6,2879.4
3899,2878.7
3947.1,2878.6
3488.7,2879.7
3820.7,2882
3323.9,2883.9
3522.5,2878.6
3787,2881
3266.9,2880.8
3351.6,2879.6
3586.5,2881
3674.3,2879.6
3911,2882.2
3968.7,2880.2
3195.9,2881.6
3230.6,2883.2
3979.6,2885.7
3255.9,2882.8
3542.1,2883.5
3592.8,2882
3935.4,2883.8
3204.3,2882.9
3243.4,2885.4
3380.6,2882.5
3648,2882.8
3315.6,2885.3
3560.7,2884.7
3802.5,2884.3
3990.1,2883.5
3683.1,2886.4
3710,2886.4
3855.9,2886.6
3572.4,2888.3
3773.8,2885.9
3898,2886.6
3639.3,2886.7
3742.3,2885.8
3226.4,2888.9
3376.4,2887.1
3613.3,2889.4
3961.4,2887.7
3390.2,2890.7
3359.9,2886.6
3523.9,2890.3
3645.6,2887
3555.2,2889.6
3624.8,2889.3
3827.4,2888.5
3933.6,2890.8
3582.5,2888.5
3811.1,2889.2
3793.7,2891.1
3261.3,2891.3
3368.8,2892.7
3452.1,2890.5
3847.6,2889.4
3999.5,2890.3
3544.5,2891.7
3252.1,2891.6
3321.4,2892.8
3780.1,2891.3
3840.8,2891.1
3948.7,2892.2
3589.7,2892.9
3757.3,2892.1
3994.2,2892
3902.7,2893.4
3735.7,2895
3813.9,2894.1
3831.6,2895.9
3958.9,2894.3
3280.9,2896.9
3239.1,2894.1
3298.9,2897.7
3775.1,2898.3
3269.6,2895.2
3713.3,2900.8
3701.1,2897.8
3803.5,2897.1
3205.3,2897.6
3563.5,2899.5
3580.5,2898.8
3594.6,2900.9
3622.8,2897.2
3510.3,2897.5
3639.8,2900.5
3898,2898.2
3259.8,2900.3
3686.8,2899.1
3723,2900
3820.6,2899.2
3235.5,2898.1
3251.9,2898.9
3391.3,2898.8
3556.2,2899.7
3785.2,2898
3443.5,2899
3518.9,2898.9
3602.4,2898.6
3330.2,2900.9
3353.8,2899.1
3528,2901.8
3744.4,2898.8
3757,2900.1
3214.8,2901.3
3427.7,2899.8
